accuracy,precision,recall,f1_score
0.8359435173299101,0.6433591857106878,0.6072828431901419,0.6008999084492307
0.8344886606760804,0.6446515484723111,0.599333009516342,0.5884119647940326
0.8318356867779204,0.6395183409721774,0.5906411976019191,0.5773004684462314
0.8315789473684211,0.5984755671668153,0.5897005617810408,0.5686262043027078
0.8528027385537014,0.762124089025019,0.6358423666878155,0.632561956360096
